﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
486,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,20,44,臺中市,神岡區,0,2,0,7,1,6,50,4,9,1,5,4,6,6,3,1,10,4,5,2,16,2,9,5,4,C03,7,6,1,10,2,14,,48,48,1,13,4,120.711992,24.257511,2
487,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,20,49,臺中市,東區,0,1,0,7,1,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,16,2,9,2,1,C03,7,5,1,10,2,12,,26,26,1,12,4,120.693169,24.132848,2
488,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,20,56,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,84,84,2,13,4,120.650145,24.156295,3
489,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,20,57,臺中市,大里區,0,2,0,7,1,6,50,13,8,1,5,4,6,6,4,4,5,3,5,1,3,2,9,6,5,H01,8,18,7,21,10,17,,98,98,1,12,5,120.687727,24.101144,2
490,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,6,臺中市,豐原區,0,2,0,6,1,6,50,3,2,1,4,4,6,6,2,1,5,5,4,2,11,2,9,1,1,C03,7,6,1,10,5,11,,34,34,1,6,4,120.707562,24.246945,2
491,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,9,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,12,4,120.670282,24.185647,3
492,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,11,臺中市,南屯區,0,0,0,7,,,1,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,,1,12,4,120.622699,24.146132,3
493,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,16,臺中市,大甲區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,18,,,,,,,,,,,,,119,119,1,,,120.619191,24.338245,2
494,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,17,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,,1,12,4,120.668189,24.154626,3
495,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,22,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,,1,13,4,120.675112,24.155623,3
496,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,31,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,8,,,,,C03,,,1,,2,,,85,85,1,6,4,120.59168,24.18127,3
497,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,34,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,50,50,1,12,4,120.670492,24.153412,3
498,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,34,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B02,,,1,,1,,,50,,1,6,4,120.711348,24.172841,3
499,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,36,臺中市,西屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,1,1,1,3,5,1,18,2,9,5,4,C03,7,6,1,10,2,11,,59,59,1,13,4,120.651845,24.179874,2
500,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,45,臺中市,大里區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,5,5,4,1,17,2,9,1,1,F02,7,9,7,21,2,14,11,21,21,1,4,4,120.683817,24.110261,2
501,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,48,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,5,2,17,3,10,5,1,B03,7,11,1,8,2,5,,39,39,1,13,4,120.679821,24.148156,2
502,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,48,臺中市,東區,0,1,0,7,1,6,50,4,9,1,5,4,6,6,2,1,3,5,5,2,16,3,10,5,4,C03,7,5,2,19,2,12,,20,20,1,4,4,120.690338,24.125036,2
503,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,55,臺中市,中區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,2,5,65,65,1,12,4,120.676142,24.141326,2
504,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,21,55,臺中市,北屯區,0,0,0,7,1,6,50,13,7,1,5,4,6,6,4,4,1,4,4,2,13,3,10,3,1,B03,7,9,1,8,8,1,,7,7,1,11,4,120.686306,24.186899,3
505,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,9,臺中市,北區,0,2,0,7,1,6,50,3,2,1,5,4,6,6,4,4,5,4,5,2,17,3,10,3,1,B03,7,11,1,8,2,1,,45,45,1,12,4,120.681643,24.149503,2
506,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,15,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,18,2,9,5,4,C03,7,9,1,10,2,11,,59,59,1,12,4,120.713477,24.18119,2
507,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,23,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,C03,,,1,,1,,,49,,1,12,4,120.672433,24.14183,3
508,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,25,臺中市,大甲區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,3,1,5,5,5,1,28,,,,,,,,,,,,,118,118,1,,,120.632048,24.340306,2
509,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,29,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,25,,1,12,4,120.635368,24.182057,3
510,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,30,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,3,,49,49,1,12,4,120.693686,24.156392,3
511,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,30,臺中市,大肚區,0,0,0,7,,,70,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,59,,1,6,4,120.554093,24.132329,3
512,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,35,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,12,4,120.704475,24.130619,3
513,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,36,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,,1,12,4,120.676153,24.113448,3
514,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,55,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,49,,1,12,4,120.643201,24.180332,3
515,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,22,58,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,14,14,1,6,4,120.68823,24.104828,3
516,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,23,2,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,59,,1,12,4,120.64834,24.169202,3
517,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,23,2,臺中市,烏日區,0,1,0,7,2,6,50,3,9,1,5,4,6,6,4,4,1,4,5,1,30,2,9,1,1,C03,7,9,1,10,2,11,14,84,84,1,6,4,120.651038,24.098154,2
518,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,23,6,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,8,,1,13,4,120.692613,24.159967,3
519,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,23,45,臺中市,沙鹿區,0,1,0,6,1,6,50,4,2,1,5,4,6,6,1,1,3,4,4,2,18,2,9,5,4,C03,7,9,1,10,2,14,,6,6,1,12,4,120.562152,24.245118,2
520,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,0,5,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,5,,14,14,1,12,4,120.677481,24.146921,3
521,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,0,5,臺中市,西屯區,0,2,0,7,1,6,30,4,9,1,5,4,6,6,1,1,5,5,5,2,12,2,7,5,4,C03,7,9,1,10,2,14,,8,8,1,12,4,120.655344,24.178096,2
522,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,0,22,臺中市,龍井區,0,2,0,7,1,6,40,13,8,1,5,4,6,6,4,4,3,4,4,1,13,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,5,4,120.580319,24.194704,2
523,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,0,27,臺中市,大雅區,0,1,0,7,1,6,30,4,1,1,5,4,6,6,3,1,5,5,5,1,17,2,9,1,1,C03,7,6,1,10,2,12,,24,24,1,13,4,120.656115,24.238998,2
524,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,1,8,臺中市,南區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,1,1,3,4,5,2,17,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,12,4,120.679492,24.120829,2
525,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,1,50,臺中市,西區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,2,5,2,9,3,10,3,1,B01,7,15,1,4,1,16,,84,84,1,12,4,120.679694,24.137918,2
526,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,1,51,臺中市,西屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,1,2,1,2,13,2,9,5,4,C03,7,6,1,10,2,11,,7,7,1,12,4,120.632885,24.17231,2
527,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,2,20,臺中市,大雅區,0,0,0,6,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,11,,,8,,1,12,4,120.644324,24.220943,3
528,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,2,26,臺中市,沙鹿區,0,2,0,7,3,6,50,11,7,1,5,4,2,6,4,4,5,5,4,2,30,2,9,2,1,C03,7,15,1,10,2,11,,87,87,1,5,4,120.590443,24.244581,2
529,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,3,3,臺中市,北區,0,1,0,7,3,6,50,11,9,1,5,4,6,6,4,4,5,4,5,2,18,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.685228,24.143081,2
530,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,3,27,臺中市,沙鹿區,0,1,0,6,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,7,1,,59,59,1,12,4,120.580494,24.209801,2
531,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,4,26,臺中市,北屯區,0,1,0,7,1,6,50,3,2,1,5,4,6,6,4,4,9,4,5,2,28,2,9,1,1,C03,7,9,1,10,2,11,,87,87,1,12,4,120.711875,24.172285,2
532,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,5,0,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,1,,,120.623419,24.182487,3
533,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,5,57,臺中市,東區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,9,4,4,2,17,2,9,1,1,C03,7,6,1,10,2,12,,48,48,1,12,2,120.702129,24.142872,2
534,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,6,24,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,59,,1,6,4,120.560343,24.24058,3
535,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,6,45,臺中市,沙鹿區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,8,1,1,C03,7,5,1,10,2,11,,14,14,1,6,4,120.557228,24.23337,2
536,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,6,52,臺中市,西屯區,0,1,0,7,2,6,30,4,1,1,5,4,6,3,4,4,10,5,5,1,15,3,10,3,1,B03,7,9,1,8,2,5,,15,15,1,12,4,120.660199,24.196065,2
537,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,14,臺中市,大里區,0,1,0,7,3,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,14,,39,39,1,13,4,120.68806,24.094693,2
538,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,19,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,4,5,2,17,2,9,1,1,F02,7,11,7,21,3,14,,46,46,1,12,4,120.706118,24.249902,2
539,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,20,臺中市,梧棲區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,1,1,13,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.513676,24.228971,2
540,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,24,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,40,,1,12,4,120.646875,24.110682,3
541,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,25,臺中市,后里區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,5,4,F01,7,9,7,21,2,11,,4,4,1,12,4,120.708788,24.311047,2
542,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,26,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,12,4,120.619877,24.182747,2
543,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,31,臺中市,南區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,12,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,12,4,120.67777,24.129335,2
544,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,33,臺中市,太平區,0,1,0,7,3,6,50,13,7,1,5,4,6,6,4,4,9,4,4,1,16,3,10,1,1,C03,7,1,1,10,2,11,,51,51,1,6,4,120.728785,24.099265,2
545,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,50,臺中市,大甲區,0,1,0,7,3,6,30,4,9,1,5,4,6,6,4,4,10,5,5,1,17,2,9,1,1,C03,7,9,1,10,2,12,,15,15,1,12,4,120.638538,24.409249,2
546,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,50,臺中市,豐原區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,5,4,4,2,12,3,10,3,1,B03,7,9,1,8,2,2,,8,8,1,12,4,120.734801,24.255552,2
547,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,7,53,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,8,2,,,85,85,1,13,4,120.707635,24.076537,3
548,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,4,臺中市,烏日區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,1,1,1,4,4,1,17,3,10,1,4,C03,7,9,5,19,2,14,,84,7,1,6,4,120.592776,24.113091,2
549,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,4,臺中市,豐原區,0,1,0,7,2,6,60,13,12,1,5,4,6,6,4,4,1,4,4,2,16,3,10,3,1,B03,7,7,1,8,2,5,,40,40,1,12,4,120.702963,24.239296,2
550,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,17,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,8,,1,13,4,120.616962,24.183628,4
551,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,21,臺中市,烏日區,0,1,0,7,3,6,60,13,7,1,5,4,6,6,4,4,1,4,4,1,13,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,6,4,120.637104,24.107274,2
552,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,24,臺中市,南屯區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,9,4,4,2,17,3,10,2,1,C03,7,8,1,10,2,16,,40,40,1,12,2,120.63715,24.136804,2
553,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,26,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,11,,1,12,4,120.662473,24.127442,3
554,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,29,臺中市,龍井區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,1,1,C03,7,9,3,19,2,11,,21,21,1,12,4,120.581398,24.175646,2
555,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,30,臺中市,北屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,,1,12,4,120.728239,24.160877,3
556,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,30,臺中市,清水區,0,1,0,7,3,6,40,3,1,1,5,4,6,6,4,4,1,4,1,1,16,3,10,3,1,B03,7,5,1,5,2,3,,47,47,1,12,4,120.545644,24.272412,2
557,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,30,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,C03,,,1,,2,,,85,,1,12,4,120.746646,24.233882,4
558,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,32,臺中市,大里區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,18,2,9,1,1,C03,7,6,1,10,2,14,,87,87,1,12,4,120.69803,24.122534,2
559,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,35,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,40,40,1,13,4,120.609032,24.24628,3
560,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,36,臺中市,南屯區,0,1,0,7,2,6,50,11,9,1,5,4,6,6,4,4,10,5,5,2,17,2,9,2,1,C03,7,5,1,10,2,15,,59,59,1,6,4,120.59055,24.151121,2
561,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,37,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,,1,13,4,120.679497,24.112444,3
562,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,38,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,,1,12,4,120.713061,24.262018,3
563,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,39,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,56,,1,6,4,120.712652,24.149874,3
564,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,40,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,,1,12,4,120.681987,24.181898,3
565,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,42,臺中市,潭子區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,49,,1,13,4,120.697359,24.197331,3
566,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,43,臺中市,西區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,84,84,1,12,4,120.663141,24.15608,2
567,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,43,臺中市,沙鹿區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,3,1,5,5,4,2,18,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,13,4,120.568092,24.236835,2
568,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,44,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A04,,,1,,2,,,56,,1,6,4,120.696323,24.065594,3
569,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,45,臺中市,西屯區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,2,1,5,2,5,1,17,2,9,1,1,C03,7,12,1,10,2,13,,84,84,1,12,4,120.604843,24.187563,2
570,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,52,臺中市,后里區,0,1,0,7,3,9,50,13,7,1,5,4,6,6,4,4,5,4,4,2,16,3,10,3,1,B03,7,1,1,8,2,8,,51,51,1,12,4,120.712541,24.304495,2
571,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,8,59,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,84,84,1,6,4,120.718529,24.160367,3
572,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,0,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,15,2,9,2,1,C04,7,9,1,8,2,14,,21,21,1,12,4,120.680881,24.173853,2
573,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,0,臺中市,烏日區,0,0,0,7,2,6,60,4,1,1,5,4,6,6,1,1,1,4,4,1,12,3,10,3,1,B03,7,11,1,8,2,4,,44,44,1,6,4,120.624578,24.10418,3
574,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,2,臺中市,中區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,48,48,1,12,4,120.683304,24.137791,2
575,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,3,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,7,2,,,84,84,1,13,4,120.699823,24.08904,3
576,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,4,臺中市,太平區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,6,4,120.714847,24.140286,2
577,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,8,臺中市,大里區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,11,3,10,3,1,B03,7,9,1,8,2,8,,8,8,1,12,4,120.686356,24.115003,2
578,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,9,臺中市,后里區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,43,,1,12,4,120.727806,24.308284,4
579,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,10,臺中市,北屯區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,8,2,1,C03,7,9,1,10,1,16,,15,15,1,6,4,120.714564,24.172364,2
580,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,16,臺中市,南區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,4,4,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.677428,24.130919,2
581,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,16,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,4,4,2,17,2,9,2,1,C03,7,5,1,10,2,12,,47,47,1,12,4,120.706097,24.250034,2
582,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,17,臺中市,大甲區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,48,,1,12,4,120.640507,24.359237,3
583,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,18,臺中市,南區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,4,2,12,3,10,3,1,B03,7,5,1,8,2,2,,20,20,1,12,4,120.679273,24.126395,2
584,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,19,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,59,,1,12,4,120.7263,24.254793,3
585,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,21,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,,1,12,4,120.702545,24.186464,3
586,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,22,臺中市,清水區,0,3,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,12,2,9,1,1,C03,7,9,1,10,2,11,,85,85,1,12,4,120.597786,24.287702,2
587,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,27,臺中市,西區,0,1,0,7,3,6,50,5,1,1,5,4,6,6,1,1,5,4,5,1,17,3,10,3,1,B03,7,15,1,8,2,2,,20,20,1,12,4,120.675492,24.133622,2
588,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,27,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,,1,6,4,120.712452,24.144658,3
589,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,28,臺中市,中區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,5,4,B03,7,9,1,6,2,1,,84,84,1,12,4,120.6827,24.136124,2
590,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,30,臺中市,豐原區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,84,,1,12,4,120.70706,24.253946,3
591,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,35,臺中市,烏日區,0,4,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,4,1,17,3,10,1,4,C03,7,9,1,10,2,12,,75,75,1,6,4,120.613754,24.106982,2
592,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,43,臺中市,西區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,16,,85,85,1,12,4,120.667681,24.130947,2
593,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,50,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,48,,1,13,4,120.710776,24.228521,3
594,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,50,臺中市,西區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,2,1,C03,7,9,1,10,1,11,,15,15,1,12,4,120.660894,24.149686,2
595,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,52,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,,1,13,4,120.676963,24.100417,3
596,66000,387130000C,(04)23274275,(04)23288582,2024,11,2,9,53,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,,1,12,4,120.688,24.172061,3
